Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
i2;lreg.cpp;115;2.484128713607788;0-3;Double bit-flip;1
x;lreg.cpp;34;1.0512707233428955;0-3;Double bit-flip;1
i2;lreg.cpp;191;2.568233013153076;0-3;Double bit-flip;1
iter2;lreg.cpp;177;1.4860892295837402;0-3;Double bit-flip;1
i1;lreg.cpp;115;5.2834413051605225;0-3;Double bit-flip;1
pos1;lreg.cpp;138;3.3037900924682617;0-3;Double bit-flip;1
i1;lreg.cpp;155;2.6529722213745117;0-3;Double bit-flip;1
i2;lreg.cpp;127;1.2165403366088867;0-3;Double bit-flip;1
i2;lreg.cpp;191;1.4658312797546387;0-3;Double bit-flip;1
i1;lreg.cpp;141;1.8656895160675049;0-3;Double bit-flip;1
T1;lreg.cpp;36;1.4362480640411377;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;1.9481275081634521;0-3;Double bit-flip;1
pred2;lreg.cpp;238;2.4002938270568848;0-3;Double bit-flip;1
i2;lreg.cpp;141;2.1478145122528076;0-3;Double bit-flip;1
y;lreg.cpp;35;1.310338020324707;0-3;Double bit-flip;1
iter1;lreg.cpp;177;1.4992125034332275;0-3;Double bit-flip;1
T1;lreg.cpp;36;1.846247911453247;0-3;Double bit-flip;1
i2;lreg.cpp;155;1.1409738063812256;0-3;Double bit-flip;1
i2;lreg.cpp;232;0.9952173233032227;0-3;Double bit-flip;1
i1;lreg.cpp;191;0.759819746017456;0-3;Double bit-flip;1
T2;lreg.cpp;37;0.8775911331176758;0-3;Double bit-flip;1
i1;lreg.cpp;115;2.0601367950439453;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;2.409700393676758;0-3;Double bit-flip;1
x;lreg.cpp;34;2.002671718597412;0-3;Double bit-flip;1
pos2;lreg.cpp;138;1.510995864868164;0-3;Double bit-flip;1
x;lreg.cpp;34;1.8233065605163574;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.6682627201080322;0-3;Double bit-flip;1
T1;lreg.cpp;36;1.903494119644165;0-3;Double bit-flip;1
x;lreg.cpp;34;3.4471137523651123;0-3;Double bit-flip;1
i1;lreg.cpp;191;2.2881877422332764;0-3;Double bit-flip;1
i1;lreg.cpp;191;3.066481590270996;0-3;Double bit-flip;1
i2;lreg.cpp;127;0.7985200881958008;0-3;Double bit-flip;1
i1;lreg.cpp;141;1.9464356899261475;0-3;Double bit-flip;1
i2;lreg.cpp;115;1.8292245864868164;0-3;Double bit-flip;1
iter2;lreg.cpp;177;3.151510715484619;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.95998215675354;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.4871854782104492;0-3;Double bit-flip;1
x;lreg.cpp;34;1.3456413745880127;0-3;Double bit-flip;1
pos2;lreg.cpp;138;1.732872486114502;0-3;Double bit-flip;1
i2;lreg.cpp;141;1.1179287433624268;0-3;Double bit-flip;1
y;lreg.cpp;35;2.2434134483337402;0-3;Double bit-flip;1
pred2;lreg.cpp;238;2.080904960632324;0-3;Double bit-flip;1
x;lreg.cpp;34;1.5970022678375244;0-3;Double bit-flip;1
T2;lreg.cpp;37;2.99640154838562;0-3;Double bit-flip;1
i2;lreg.cpp;141;1.6894714832305908;0-3;Double bit-flip;1
pred2;lreg.cpp;238;2.029254674911499;0-3;Double bit-flip;1
x;lreg.cpp;34;1.7037394046783447;0-3;Double bit-flip;1
iter1;lreg.cpp;177;2.772911787033081;0-3;Double bit-flip;1
y;lreg.cpp;35;2.2031686305999756;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;3.5042264461517334;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.2485196590423584;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.7318098545074463;0-3;Double bit-flip;1
T2;lreg.cpp;37;4.253082036972046;0-3;Double bit-flip;1
iter1;lreg.cpp;177;1.8106980323791504;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;1.8894844055175781;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;3.477489709854126;0-3;Double bit-flip;1
pos2;lreg.cpp;138;0.8041627407073975;0-3;Double bit-flip;1
i2;lreg.cpp;155;2.229443073272705;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.9591319561004639;0-3;Double bit-flip;1
b;lreg.cpp;70;1.5191254615783691;0-3;Double bit-flip;1
i2;lreg.cpp;155;3.2832775115966797;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;2.5359508991241455;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.4421443939208984;0-3;Double bit-flip;1
T2;lreg.cpp;37;1.2938196659088135;0-3;Double bit-flip;1
T1;lreg.cpp;36;1.7739784717559814;0-3;Double bit-flip;1
i2;lreg.cpp;155;1.2030055522918701;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.992708444595337;0-3;Double bit-flip;1
i2;lreg.cpp;155;1.5660386085510254;0-3;Double bit-flip;1
iter2;lreg.cpp;177;1.6597371101379395;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;1.4448182582855225;0-3;Double bit-flip;1
pos1;lreg.cpp;138;2.6065313816070557;0-3;Double bit-flip;1
pos1;lreg.cpp;138;0.9699153900146484;0-3;Double bit-flip;1
i1;lreg.cpp;141;2.792043924331665;0-3;Double bit-flip;1
i2;lreg.cpp;115;2.5441501140594482;0-3;Double bit-flip;1
y;lreg.cpp;35;1.911606788635254;0-3;Double bit-flip;1
x;lreg.cpp;34;1.399683952331543;0-3;Double bit-flip;1
i2;lreg.cpp;115;1.897887945175171;0-3;Double bit-flip;1
y;lreg.cpp;35;2.7239043712615967;0-3;Double bit-flip;1
y;lreg.cpp;35;1.4307942390441895;0-3;Double bit-flip;1
i1;lreg.cpp;155;1.5823349952697754;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;1.1128871440887451;0-3;Double bit-flip;1
i2;lreg.cpp;127;1.1646018028259277;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;2.064964532852173;0-3;Double bit-flip;1
iter2;lreg.cpp;177;1.942685604095459;0-3;Double bit-flip;1
pred2;lreg.cpp;238;2.425339698791504;0-3;Double bit-flip;1
i2;lreg.cpp;232;2.016331672668457;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.8905878067016602;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;1.5612730979919434;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;1.0791888236999512;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.749492883682251;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.7243309020996094;0-3;Double bit-flip;1
T2;lreg.cpp;37;1.2825086116790771;0-3;Double bit-flip;1
i1;lreg.cpp;115;2.8522846698760986;0-3;Double bit-flip;1
T1;lreg.cpp;36;1.05729341506958;0-3;Double bit-flip;1
i2;lreg.cpp;115;1.930311918258667;0-3;Double bit-flip;1
pos2;lreg.cpp;138;1.6085093021392822;0-3;Double bit-flip;1
predictions;lreg.cpp;236;0.8770468235015869;0-3;Double bit-flip;1
i1;lreg.cpp;155;1.69966459274292;0-3;Double bit-flip;1
i2;lreg.cpp;155;1.7191431522369385;0-3;Double bit-flip;1
i1;lreg.cpp;141;1.8203551769256592;0-3;Double bit-flip;1
i2;lreg.cpp;115;3.1040396690368652;0-3;Double bit-flip;1
pred2;lreg.cpp;238;2.471327781677246;0-3;Double bit-flip;1
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;1.7802507877349854;0-3;Double bit-flip;1
pred2;lreg.cpp;238;2.293591022491455;0-3;Double bit-flip;1
i1;lreg.cpp;127;1.7613587379455566;0-3;Double bit-flip;1
i2;lreg.cpp;115;2.283662796020508;0-3;Double bit-flip;1
i1;lreg.cpp;115;2.132345676422119;0-3;Double bit-flip;1
y;lreg.cpp;35;0.7987794876098633;0-3;Double bit-flip;1
i2;lreg.cpp;127;2.4532220363616943;0-3;Double bit-flip;1
x;lreg.cpp;34;1.4364063739776611;0-3;Double bit-flip;1
i2;lreg.cpp;127;3.8604955673217773;0-3;Double bit-flip;1
iter1;lreg.cpp;177;1.0006773471832275;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.653583288192749;0-3;Double bit-flip;1
i1;lreg.cpp;191;3.1389718055725098;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;2.5079739093780518;0-3;Double bit-flip;1
i2;lreg.cpp;191;2.1658008098602295;0-3;Double bit-flip;1
i1;lreg.cpp;191;2.1600184440612793;0-3;Double bit-flip;1
y;lreg.cpp;35;1.2935359477996826;0-3;Double bit-flip;1
i2;lreg.cpp;191;2.8446617126464844;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.2004990577697754;0-3;Double bit-flip;1
pos1;lreg.cpp;138;0.8924343585968018;0-3;Double bit-flip;1
pred2;lreg.cpp;238;3.0566349029541016;0-3;Double bit-flip;1
i2;lreg.cpp;127;2.652254581451416;0-3;Double bit-flip;1
i2;lreg.cpp;232;2.331500291824341;0-3;Double bit-flip;1
__first;/usr/include/c++/7/bits/stl_algobase.h;420;2.7442474365234375;0-3;Double bit-flip;1
i1;lreg.cpp;191;0.720942497253418;0-3;Double bit-flip;1
T1;lreg.cpp;36;3.0348947048187256;0-3;Double bit-flip;1
T2;lreg.cpp;37;2.753812074661255;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.800675392150879;0-3;Double bit-flip;1
i2;lreg.cpp;115;0.9262721538543701;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.3290176391601562;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.9025676250457764;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.3259670734405518;0-3;Double bit-flip;1
pos1;lreg.cpp;138;1.9965910911560059;0-3;Double bit-flip;1
i1;lreg.cpp;155;2.5910727977752686;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.7604761123657227;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.4932451248168945;0-3;Double bit-flip;1
i1;lreg.cpp;115;3.3737523555755615;0-3;Double bit-flip;1
pos1;lreg.cpp;138;2.578739881515503;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;3.462614059448242;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;2.514692783355713;0-3;Double bit-flip;1
iter1;lreg.cpp;177;1.9057114124298096;0-3;Double bit-flip;1
iter2;lreg.cpp;177;1.292677402496338;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.1793198585510254;0-3;Double bit-flip;1
i2;lreg.cpp;141;2.294278383255005;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.6404955387115479;0-3;Double bit-flip;1
T1;lreg.cpp;36;0.9481220245361328;0-3;Double bit-flip;1
i2;lreg.cpp;127;2.6049423217773438;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.8035008907318115;0-3;Double bit-flip;1
i2;lreg.cpp;232;1.8545777797698975;0-3;Double bit-flip;1
iter2;lreg.cpp;177;2.2800209522247314;0-3;Double bit-flip;1
T2;lreg.cpp;37;0.9006056785583496;0-3;Double bit-flip;1
i2;lreg.cpp;155;1.7768349647521973;0-3;Double bit-flip;1
i2;lreg.cpp;155;1.092918872833252;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.9947781562805176;0-3;Double bit-flip;1
x;lreg.cpp;34;1.2986841201782227;0-3;Double bit-flip;1
i2;lreg.cpp;115;2.4978044033050537;0-3;Double bit-flip;1
i1;lreg.cpp;191;2.4077210426330566;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;0.602863073348999;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.533562421798706;0-3;Double bit-flip;1
iter1;lreg.cpp;177;1.6709985733032227;0-3;Double bit-flip;1
pred2;lreg.cpp;238;3.0052664279937744;0-3;Double bit-flip;1
pred2;lreg.cpp;238;2.379878044128418;0-3;Double bit-flip;1
i1;lreg.cpp;232;1.1334664821624756;0-3;Double bit-flip;1
pos1;lreg.cpp;138;1.4297497272491455;0-3;Double bit-flip;1
T1;lreg.cpp;36;2.065351963043213;0-3;Double bit-flip;1
i2;lreg.cpp;141;1.6579475402832031;0-3;Double bit-flip;1
T1;lreg.cpp;36;2.7694525718688965;0-3;Double bit-flip;1
i2;lreg.cpp;155;1.5730962753295898;0-3;Double bit-flip;1
x;lreg.cpp;34;2.5311264991760254;0-3;Double bit-flip;1
i1;lreg.cpp;141;2.292043447494507;0-3;Double bit-flip;1
i2;lreg.cpp;155;1.794551134109497;0-3;Double bit-flip;1
i1;lreg.cpp;141;1.5271544456481934;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.6506543159484863;0-3;Double bit-flip;1
i2;lreg.cpp;191;2.7164297103881836;0-3;Double bit-flip;1
y;lreg.cpp;35;2.1294562816619873;0-3;Double bit-flip;1
iter2;lreg.cpp;177;3.0251662731170654;0-3;Double bit-flip;1
i2;lreg.cpp;115;2.6490674018859863;0-3;Double bit-flip;1
T2;lreg.cpp;37;3.7544968128204346;0-3;Double bit-flip;1
v;lreg.cpp;112;2.928232431411743;0-3;Double bit-flip;1
i2;lreg.cpp;115;1.4668614864349365;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.9580786228179932;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;2.4334700107574463;0-3;Double bit-flip;1
x;lreg.cpp;34;1.492750644683838;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.835724115371704;0-3;Double bit-flip;1
i2;lreg.cpp;141;1.430288553237915;0-3;Double bit-flip;1
i2;lreg.cpp;115;2.723015308380127;0-3;Double bit-flip;1
i2;lreg.cpp;232;1.224675178527832;0-3;Double bit-flip;1
i1;lreg.cpp;115;1.0268769264221191;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;2.515803098678589;0-3;Double bit-flip;1
iter2;lreg.cpp;177;3.534336566925049;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.741731882095337;0-3;Double bit-flip;1
x;lreg.cpp;34;3.440000295639038;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.5481793880462646;0-3;Double bit-flip;1
T2;lreg.cpp;37;2.5545902252197266;0-3;Double bit-flip;1
pos2;lreg.cpp;138;1.4800615310668945;0-3;Double bit-flip;1
i1;lreg.cpp;191;2.388221502304077;0-3;Double bit-flip;1
y;lreg.cpp;35;2.9717769622802734;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.2661700248718262;0-3;Double bit-flip;1
i2;lreg.cpp;191;2.367063283920288;0-3;Double bit-flip;1
i2;lreg.cpp;141;2.0606067180633545;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;2.4807381629943848;0-3;Double bit-flip;1
i1;lreg.cpp;127;2.2614872455596924;0-3;Double bit-flip;1
pos2;lreg.cpp;138;1.2802417278289795;0-3;Double bit-flip;1
i2;lreg.cpp;127;1.9011876583099365;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;2.7096633911132812;0-3;Double bit-flip;1
i2;lreg.cpp;115;0.9163806438446045;0-3;Double bit-flip;1
pos1;lreg.cpp;138;1.523287296295166;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;2.4222609996795654;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.9434316158294678;0-3;Double bit-flip;1
i2;lreg.cpp;141;1.9921865463256836;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;2.995114803314209;0-3;Double bit-flip;1
pred2;lreg.cpp;238;1.1898231506347656;0-3;Double bit-flip;1
i2;lreg.cpp;232;2.2699975967407227;0-3;Double bit-flip;1
i1;lreg.cpp;191;1.7034575939178467;0-3;Double bit-flip;1
i1;lreg.cpp;115;0.8141965866088867;0-3;Double bit-flip;1
i1;lreg.cpp;127;1.906076431274414;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;2.7846016883850098;0-3;Double bit-flip;1
i1;lreg.cpp;127;2.423780679702759;0-3;Double bit-flip;1
iter1;lreg.cpp;177;1.967726230621338;0-3;Double bit-flip;1
pos2;lreg.cpp;138;1.1066193580627441;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;1.487353801727295;0-3;Double bit-flip;1
T1;lreg.cpp;36;1.419931173324585;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;3.5668416023254395;0-3;Double bit-flip;1
T1;lreg.cpp;36;1.3314745426177979;0-3;Double bit-flip;1
pos1;lreg.cpp;138;1.8210411071777344;0-3;Double bit-flip;1
iter2;lreg.cpp;177;1.3374431133270264;0-3;Double bit-flip;1
alpha2;lreg.cpp;177;1.4120044708251953;0-3;Double bit-flip;1
i2;lreg.cpp;191;2.855720281600952;0-3;Double bit-flip;1
i2;lreg.cpp;191;1.6673142910003662;0-3;Double bit-flip;1
i2;lreg.cpp;232;1.3939926624298096;0-3;Double bit-flip;1
i2;lreg.cpp;191;3.1764230728149414;0-3;Double bit-flip;1
T2;lreg.cpp;37;1.245131254196167;0-3;Double bit-flip;1
i2;lreg.cpp;115;1.0642902851104736;0-3;Double bit-flip;1
i2;lreg.cpp;232;1.1609435081481934;0-3;Double bit-flip;1
i1;lreg.cpp;141;2.7106032371520996;0-3;Double bit-flip;1
i2;lreg.cpp;232;1.4285469055175781;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;2.3441824913024902;0-3;Double bit-flip;1
pos2;lreg.cpp;138;1.790543556213379;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;3.2055504322052;0-3;Double bit-flip;1
y;lreg.cpp;35;2.060776948928833;0-3;Double bit-flip;1
T1;lreg.cpp;36;1.3098437786102295;0-3;Double bit-flip;1
alpha2;lreg.cpp;151;2.339146852493286;0-3;Double bit-flip;1
y;lreg.cpp;35;1.005932092666626;0-3;Double bit-flip;1
iter1;lreg.cpp;177;1.9636003971099854;0-3;Double bit-flip;1
i2;lreg.cpp;141;1.6836891174316406;0-3;Double bit-flip;1
iter2;lreg.cpp;177;1.9572644233703613;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;2.1921849250793457;0-3;Double bit-flip;1
i2;lreg.cpp;155;2.6090564727783203;0-3;Double bit-flip;1
b;lreg.cpp;70;2.1526267528533936;0-3;Double bit-flip;1
alpha1;lreg.cpp;151;2.206458568572998;0-3;Double bit-flip;1
pos2;lreg.cpp;138;1.0675511360168457;0-3;Double bit-flip;1
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;0.9949822425842285;0-3;Double bit-flip;1
i1;lreg.cpp;141;1.7298393249511719;0-3;Double bit-flip;1
iter1;lreg.cpp;177;1.778242588043213;0-3;Double bit-flip;1
T1;lreg.cpp;36;1.357414960861206;0-3;Double bit-flip;1
pred2;lreg.cpp;238;2.0107064247131348;0-3;Double bit-flip;1
pos2;lreg.cpp;138;2.216524124145508;0-3;Double bit-flip;1
pos2;lreg.cpp;138;0.9075956344604492;0-3;Double bit-flip;1
iter2;lreg.cpp;177;2.7543816566467285;0-3;Double bit-flip;1
i2;lreg.cpp;232;1.7757501602172852;0-3;Double bit-flip;1
alpha1;lreg.cpp;177;0.9962549209594727;0-3;Double bit-flip;1
i2;lreg.cpp;191;0.913405179977417;0-3;Double bit-flip;1
pos1;lreg.cpp;138;2.3579580783843994;0-3;Double bit-flip;1
pos1;lreg.cpp;138;1.7131309509277344;0-3;Double bit-flip;1
i2;lreg.cpp;115;1.7657935619354248;0-3;Double bit-flip;1
iter2;lreg.cpp;177;1.541520118713379;0-3;Double bit-flip;1
i2;lreg.cpp;191;1.3909335136413574;0-3;Double bit-flip;1
iter2;lreg.cpp;177;1.0288922786712646;0-3;Double bit-flip;1
y;lreg.cpp;35;3.1031785011291504;0-3;Double bit-flip;1
i1;lreg.cpp;155;1.3882713317871094;0-3;Double bit-flip;1
pD;lreg.cpp;139;1.6393322944641113;0-3;Double bit-flip;0
pD;lreg.cpp;139;2.076775074005127;0-3;Double bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;1.5386316776275635;0-3;Double bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;1.8563525676727295;0-3;Double bit-flip;0
ln_two1;../sysdeps/ieee754/dbl-64/uexp.h;57;1.9898030757904053;0-3;Double bit-flip;0
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;2.546675682067871;0-3;Double bit-flip;0
two52e;../sysdeps/ieee754/dbl-64/upow.h;55;1.9256563186645508;0-3;Double bit-flip;0
v;lreg.cpp;112;1.068861722946167;0-3;Double bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;3.3118770122528076;0-3;Double bit-flip;0
pD;lreg.cpp;139;1.5554921627044678;0-3;Double bit-flip;0
three33;../sysdeps/ieee754/dbl-64/uexp.h;64;1.4737012386322021;0-3;Double bit-flip;0
pD;lreg.cpp;139;1.6798019409179688;0-3;Double bit-flip;0
v;lreg.cpp;112;1.5419542789459229;0-3;Double bit-flip;0
testCases;lreg.cpp;229;0.903123140335083;0-3;Double bit-flip;0
three51;../sysdeps/ieee754/dbl-64/uexp.h;65;2.013171672821045;0-3;Double bit-flip;0
pD;lreg.cpp;139;2.3346121311187744;0-3;Double bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;2.541752815246582;0-3;Double bit-flip;0
v;lreg.cpp;112;1.804037094116211;0-3;Double bit-flip;0
ln2a;../sysdeps/ieee754/dbl-64/upow.h;50;2.286099672317505;0-3;Double bit-flip;0
v;lreg.cpp;112;1.7288317680358887;0-3;Double bit-flip;0
val;lreg.cpp;113;1.7398793697357178;0-3;Double bit-flip;0
pD;lreg.cpp;139;3.2269906997680664;0-3;Double bit-flip;0
